epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.9789081811904907,0.07460925728082657,1e-04,0.9697420597076416,0.10438159108161926
1,0.9873449206352234,0.04801931977272034,1e-04,0.9786706566810608,0.07486515492200851
2,0.9869726896286011,0.04348001256585121,1e-04,0.9826388955116272,0.08431580662727356
3,0.9899503588676453,0.032042697072029114,1e-04,0.9826388955116272,0.06126641854643822
4,0.9919354915618896,0.031189339235424995,1e-04,0.9871031641960144,0.06845199316740036
5,0.9925558567047119,0.03177244961261749,1e-04,0.9846230149269104,0.06799867749214172
6,0.9931761622428894,0.02536134235560894,1e-04,0.985615074634552,0.0714719146490097
7,0.9965260624885559,0.015766851603984833,1e-05,0.9861111044883728,0.06393245607614517
8,0.9968982338905334,0.01253712922334671,1e-05,0.9875991940498352,0.05819569155573845
9,0.9966500997543335,0.012481310404837132,1e-05,0.9885912537574768,0.059729352593421936
