epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.8865545988082886,0.38651442527770996,1e-04,0.5978260636329651,2.119642496109009
1,0.9798566699028015,0.05921269208192825,1e-04,0.8048418760299683,0.9395380616188049
2,0.993697464466095,0.020286772400140762,1e-04,0.83152174949646,0.7236385941505432
3,0.9946861267089844,0.016291312873363495,1e-04,0.8305336236953735,0.708878219127655
4,0.9975284337997437,0.01009947620332241,1e-04,0.9224308133125305,0.3168390393257141
5,0.9966633915901184,0.011883575469255447,1e-04,0.9258893132209778,0.32339897751808167
6,0.9819574952125549,0.04799719899892807,1e-04,0.91847825050354,0.47141456604003906
7,0.9776322245597839,0.06390731036663055,1e-04,0.8878458738327026,0.5011271238327026
8,0.9954276084899902,0.015434786677360535,1e-04,0.9387351870536804,0.2677675485610962
9,0.9959219098091125,0.010912046767771244,1e-04,0.8942687511444092,0.5983346104621887
10,0.9975284337997437,0.007977518253028393,1e-04,0.9026679992675781,0.5643628239631653
11,0.9998764395713806,0.0014875129563733935,1e-04,0.9209486246109009,0.43653157353401184
12,0.9997528195381165,0.0018031032523140311,1e-04,0.926383376121521,0.34693825244903564
13,0.9998764395713806,0.000297214079182595,1e-04,0.9342885613441467,0.3318665325641632
14,1.0,7.707039912929758e-05,1e-04,0.9367588758468628,0.34010598063468933
15,1.0,5.008725929656066e-05,1e-04,0.9357707500457764,0.34272682666778564
16,1.0,3.84970880986657e-05,1e-04,0.9362648129463196,0.3447100520133972
17,1.0,3.1507373932981864e-05,1e-04,0.9367588758468628,0.34760361909866333
18,1.0,2.6281612008460797e-05,1e-04,0.937252938747406,0.34520718455314636
