epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.9714190363883972,0.09817980974912643,1e-04,0.9790178537368774,0.08139164000749588
1,0.9813167452812195,0.057494472712278366,1e-04,0.9870535731315613,0.040445148944854736
2,0.9838745594024658,0.04605451598763466,1e-04,0.9781249761581421,0.05969215929508209
3,0.9843193888664246,0.04555703327059746,1e-04,0.9830357432365417,0.05142660066485405
4,0.9838745594024658,0.05042300745844841,1e-04,0.9870535731315613,0.0342896394431591
5,0.9902135133743286,0.03131967782974243,1e-04,0.9906250238418579,0.032133523374795914
6,0.9924377202987671,0.02246101014316082,1e-04,0.9883928298950195,0.04142763093113899
7,0.9918816685676575,0.022243298590183258,1e-04,0.9910714030265808,0.030345488339662552
8,0.99099200963974,0.028782865032553673,1e-04,0.9883928298950195,0.03858065605163574
9,0.9901022911071777,0.027844084426760674,1e-04,0.9901785850524902,0.038524966686964035
