epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.7844750881195068,0.617978572845459,1e-04,0.9217081665992737,0.2265959531068802
1,0.939056932926178,0.1882866621017456,1e-04,0.9452847242355347,0.152335062623024
2,0.9625222682952881,0.11921604722738266,1e-04,0.9488434195518494,0.14020980894565582
3,0.9758674502372742,0.08098285645246506,1e-04,0.9590747356414795,0.12492579966783524
4,0.9828736782073975,0.05707408860325813,1e-04,0.9519572854042053,0.14239542186260223
5,0.9882117509841919,0.042359281331300735,1e-04,0.9461743831634521,0.16714632511138916
6,0.9898799061775208,0.03729987516999245,1e-04,0.9519572854042053,0.14960971474647522
7,0.9918816685676575,0.029049642384052277,1e-04,0.9617437720298767,0.13924328982830048
8,0.9933273792266846,0.02414785698056221,1e-04,0.9639679789543152,0.1357906609773636
9,0.9936610460281372,0.02272889018058777,1e-04,0.9630783200263977,0.1355852484703064
10,0.9952179789543152,0.017515774816274643,1e-04,0.9630783200263977,0.14310260117053986
11,0.9951067566871643,0.01749759167432785,1e-04,0.959964394569397,0.14591239392757416
12,0.9957740306854248,0.014198949560523033,1e-04,0.9639679789543152,0.1299510896205902
13,0.9972197413444519,0.009538200683891773,1e-04,0.9666370153427124,0.13042019307613373
14,0.9972197413444519,0.011083206161856651,1e-04,0.9443950057029724,0.24506047368049622
15,0.9969973564147949,0.009876947849988937,1e-04,0.9617437720298767,0.1700737327337265
16,0.9962188601493835,0.01192279439419508,1e-04,0.9644128084182739,0.13831232488155365
17,0.9975534081459045,0.007681888062506914,1e-04,0.9577401876449585,0.17414243519306183
18,0.9977757930755615,0.008726706728339195,1e-04,0.959964394569397,0.1606394499540329
19,0.9977757930755615,0.008103336207568645,1e-04,0.959964394569397,0.1636418253183365
20,0.9982206225395203,0.006208436563611031,1e-04,0.9457295536994934,0.30018293857574463
21,0.997108519077301,0.008530991151928902,1e-04,0.9670818448066711,0.18264944851398468
22,0.9979982376098633,0.008930996991693974,1e-04,0.9617437720298767,0.1660735160112381
23,0.9969973564147949,0.010527434758841991,1e-04,0.9661921858787537,0.14566391706466675
24,0.9979982376098633,0.0070541067980229855,1e-04,0.9675266742706299,0.14144933223724365
25,0.9977757930755615,0.008493996225297451,1e-04,0.9728647470474243,0.12245906889438629
26,0.9982206225395203,0.005298838019371033,1e-04,0.959964394569397,0.1695915162563324
27,0.998665452003479,0.005624000448733568,1e-04,0.9684163928031921,0.14297305047512054
28,0.9977757930755615,0.008557033725082874,1e-04,0.9635231494903564,0.158310666680336
29,0.9966636896133423,0.012546977028250694,1e-04,0.9586299061775208,0.1902402639389038
30,0.9972197413444519,0.008774674497544765,1e-04,0.9621886014938354,0.16640256345272064
31,0.9979982376098633,0.00765820499509573,1e-04,0.9630783200263977,0.14108139276504517
32,0.9991103410720825,0.00375007139518857,1e-04,0.9653024673461914,0.17428618669509888
33,0.9981094598770142,0.005357769783586264,1e-04,0.9666370153427124,0.136738583445549
34,0.998665452003479,0.0048226360231637955,1e-04,0.9666370153427124,0.1492968201637268
35,0.9993327260017395,0.0022454033605754375,1e-04,0.9706405401229858,0.14223048090934753
36,0.9985542893409729,0.004197683185338974,1e-04,0.9670818448066711,0.1785537153482437
37,0.9989991188049316,0.003541011130437255,1e-04,0.9710854291915894,0.14840421080589294
38,0.9978870153427124,0.006535916123539209,1e-04,0.9719750881195068,0.14679405093193054
39,0.998665452003479,0.0044104172848165035,1e-04,0.9728647470474243,0.1290617734193802
40,0.9987766742706299,0.003705102251842618,1e-04,0.9715302586555481,0.13174296915531158
41,0.9982206225395203,0.006747398991137743,1e-04,0.9684163928031921,0.15649773180484772
42,0.9981094598770142,0.004638239275664091,1e-04,0.9706405401229858,0.1323259323835373
43,0.9976645708084106,0.006583587732166052,1e-04,0.9697508811950684,0.1335061490535736
44,0.9993327260017395,0.0030129700899124146,1e-04,0.9697508811950684,0.14534872770309448
45,0.998443067073822,0.005860727280378342,1e-04,0.9719750881195068,0.1502888947725296
